"","EarlyInf.rA","EarlyInf.rB","LateInf.rA","LateInf.rB","MiddleInf.rA","MiddleInf.rB","Sporangia0.rA","Sporangia0.rB","Sporangia24.rA","Sporangia24.rB","Sporangia36.rA","Sporangia36.rB","Sporangia48.rA","Sporangia48.rB"
"HMI56_000313-T1",9,33,23,45,48,32,110,53,156,13,194,152,153,182
"HMI56_000314-T1",0,1,0,1,1,0,3,1,3,1,9,8,2,5
"HMI56_000315-T1",412,830,717,853,1238,1082,370,189,1128,189,1379,967,1034,985
"HMI56_000316-T1",16,58,82,75,76,76,119,54,212,18,211,167,180,222
"HMI56_000317-T1",26,77,79,99,97,77,577,302,256,29,310,224,268,250
"HMI56_000318-T1",24,78,108,107,108,128,402,166,164,38,319,215,219,227
"HMI56_000319-T1",0,0,0,1,0,3,1,0,3,1,2,2,4,3
"HMI56_000320-T1",66,154,153,134,278,233,212,101,513,69,716,528,520,762
"HMI56_000321-T1",3,19,12,10,21,12,89,34,6,0,60,28,26,55
"HMI56_000322-T1",110.608267539675,252.613325198535,219.417632224246,239,326,318,2743.69088640486,1562.44463195304,808,155,1044.39452375532,764.385173929733,910,964.732963905296
"HMI56_000323-T1",37,68,61,55,106,74,552,235,328,64,352,249,290,306
"HMI56_000324-T1",1034,2427,1840,1781,3580,3173,2982,1572,5036,793,8343,5834,5962,7929
"HMI56_000325-T1",48,64,65,72,122,97,148,69,161,25,203,132,134,210
"HMI56_000326-T1",64,134.012029349521,148.549856881779,160.350439032698,220.50744896855,148.572312878854,658.093781536688,332.803399738106,461.179119880414,92.9526301431289,551.616671860826,438.203075583648,511.570641404302,430.39288266425
"HMI56_000327-T1",75,119,234,219,288,214,647,282,768,96,858,612,891,1162
"HMI56_000328-T1",137,354,537,441,531,530,962,438,1706,286,2006,1406,1635,2421
"HMI56_000329-T1",101,320,184,183,456,349,217,121,399,57,552,387,466,453
"HMI56_000330-T1",0,0,0,0,0,1,0,0,1,0,0,1,0,0
"HMI56_000331-T1",104,160.57296919294,218,224.414012766298,259.941178247104,217.186708905399,705.585266108031,476.134513507485,680.64592107267,190.658975654685,818.916832564301,555.888270045831,661.995679357989,784.068824459616
"HMI56_000332-T1",20,69,95,136,115,125,213,114,451,59,446,273,392,349
"HMI56_000333-T1",5,33,38,58,36,38,178,100,87,41,194,128,129,222
"HMI56_000334-T1",37,88,62,77,114,90,153,88,194,27,226,147,128,152
"HMI56_000335-T1",1442,2717,2066,2479,3647,3862,735,442,1249,301,1792,1255,1390,1902
"HMI56_000336-T1",11,34,42,54,39,28,143,68,314,31,386,306,310,379
"HMI56_000337-T1",0,0,0,1,3,0,8,3,37,8,43,24,31,65
"HMI56_000338-T1",38,58,37,57,86,69,15,8,57,18,148,98,96,97
"HMI56_000339-T1",82,214,192,217,280,267,1339,691,518,102,616,487,528,732
"HMI56_000340-T1",64,150,80,114,132,133,48,16,160,22,259,184,169,201
"HMI56_000341-T1",173,430,377,358,605,504,1723,801,838,151,1518,961,818,873
"HMI56_000342-T1",18,61,49.874819917836,65,69,89,87,32.9130358309313,105.829176027978,19,137.405477672848,87.6094101031304,105.455409072957,134.306712690877
"HMI56_000343-T1",1,0,7.12518008216396,0,0,0,2,3.08696416906871,581.170823972022,91,1531.59452232715,1066.39058989687,821.544590927043,735.693287309123
"HMI56_000344-T1",13,44,42,50,56,40,150,79,67,11,199,141,152,156
"HMI56_000345-T1",175,433,381,399,518,477,822,415,845,185,1632,1204,1209,1774
"HMI56_000346-T1",6,14,28,31,13,18,287,116,120,8,145,115,143,84
"HMI56_000347-T1",125,247,142,174,348,311,268,144,118,15,134,82,126,147
"HMI56_000348-T1",146,254,135,193,403,315,207,129,64,11,135,94,126,149
"HMI56_000349-T1",74,188,296,279,296,312,441,196,984,163,1532,1146,1135,1248
"HMI56_000350-T1",16,56,55,56,79,80,427,247,190,18,196,123,141,158
"HMI56_000351-T1",9,39,39,19,27,28,292,101,251,27,425,317,336,413
"HMI56_000352-T1",37,84,156,137,190,195,487,205,449,69,587,411,442,475
"HMI56_000353-T1",41,205,103,85,196,196,242,116,210,16,292,173,170,171
"HMI56_000354-T1",31,66,41,64,113,99,20,10,12,9,78,95,66,24
"HMI56_000355-T1",14,40,94,94,62,83,167,103,443,46,393,269,283,265
"HMI56_000356-T1",33,111,128,118,119,125,409,252,390,97,537,358,478,587
"HMI56_000357-T1",63,178,138,107,244,219,198,78,329,40,491,358,264,304
"HMI56_000358-T1",18,60,66,67,59,76,359,168,417,32,355,279,372,371
"HMI56_000359-T1",61,169,140,135,242,242,382,182,1429,246,3145,2273,2092,3080
"HMI56_000360-T1",40,77,96,94,111,133,469,253,340,48,483,376,415,525
"HMI56_000361-T1",39,121,87,87,113,96,1178,577,503,70,703,442,379,389
"HMI56_000362-T1",292,636,493,495,1067,891,2347,1302,1133,239,2039,1439,1531,2426
"HMI56_000363-T1",0,1,1,0,2,0,0,0,0,0,0,0,0,0
"HMI56_000364-T1",18,81,66,79,113,87,79,35,221,15,185,147,163,165
"HMI56_000365-T1",29,98,124,106,123,99,628,334,358,80,599,413,532,614
"HMI56_000366-T1",84,277,187,143,365,328,555,252,1002,177,1365,1162,1200,2090
"HMI56_000367-T1",22,90,113,101,98,120,275,134,329,47,497,372,353,690
"HMI56_000368-T1",70,196,232,211,199,234,634,295,670,74,736,611,585,766
"HMI56_000369-T1",3,8,15,19,14,9,38,23,95,5,156,91,146,194
"HMI56_000370-T1",8,42,19,31,24,39,76,44,40,9,58,42,54,59
"HMI56_000371-T1",28,88,132,118,133,103,749,347,346,52,439,281,302,262
"HMI56_000372-T1",171,495,477,474,715,722,1078,537,1580,252,2057,1450,1453,1972
"HMI56_000373-T1",112,233,199,250,318,291,1727,929,632,122,971,650,655,838
"HMI56_000374-T1",64,171,129,134,175,193,851,567,521,110,878,643,584,743
"HMI56_000375-T1",165,798.507443068494,462,405,1042,771,132.044790056292,54,961.632643208935,201.335251520432,1371.30163911266,901,1225.67657343076,2124.43119806198
"HMI56_000376-T1",1,20,31,36,38,11,98,43,60,16,105,86,65,83
"HMI56_000377-T1",43,100,78,66,153,179,156,69,237,31,334,252,191,204
"HMI56_000378-T1",10,31,27.1493985912033,28.1855248531349,47.8535524905303,53.5934635915845,156.161991079717,90.647995927401,39.6301670814462,11.0264008804548,98.3853239834543,87.5631380901934,87.2435413101717,171.921666483741
"HMI56_000379-T1",54,172,253,240,235,251,630,237,689,105,881,621,676,680
"HMI56_000380-T1",1,0,0,5,4,0,0,0,1,0,3,2,3,1
"HMI56_000381-T1",168,399,361,334,606,485,268,103,378,73,687,520,495,756
"HMI56_000382-T1",123,278,211,217,323,326,162,69,289,40,620,423,504,619.976482695399
"HMI56_000383-T1",3,10,5,5,9,3,56,22,80,11,94,60,64,76
"HMI56_000384-T1",417,1427,633,791,1361,1369,425,190,422,68,430,311,372,408
"HMI56_000385-T1",97,230,235,263,350,302,811,393,635,134,1270,855,920,1485
"HMI56_000386-T1",0,0,0,0,0,0,3,1,18,4,129,117,60,63
"HMI56_000387-T1",1,4,4,1,6,1,34,18,23,5,15,30,25,30
"HMI56_000388-T1",154,431,376,319,536,492,1835,896,947,147,1408,1030,1007,1134
"HMI56_000389-T1",12.5004978256681,24,35.0265665081233,32.4529515232168,26.2031760391359,27.8172645244774,516.498069254058,204.430467937852,162.790508841114,42.0697726600868,284.238125526429,163.408797167141,165.947830155968,243.290481300153
"HMI56_000390-T1",0,0,0,0,0,0,16,5,39,11,146,81,65,85
"HMI56_000391-T1",2,3,17,4,5,3,90,50,93,14,126,84,109,158
"HMI56_000392-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI56_000393-T1",36,93,97,128,107,108,160,67,200,22,329,236,319,283
"HMI56_000394-T1",79,196,129,154,213,230,277,122,241,50,444,355,413,455
"HMI56_000395-T1",26,82,74,78,146,126,465,234,240,31,367,306,307,522
"HMI56_000396-T1",592,1524,1319,1281,2049,1937,2020,873,3232,420,4599,3232,3501,3706
"HMI56_000397-T1",79,177,250,216,300,272,451,199,917,90,1069,774,781,839
"HMI56_000398-T1",11,51,125,86,179,96,26,19,38,15,21,19,21,25
"HMI56_000399-T1",0,0,4,1,1,2,10,9,4,2,10,8,9,6
"HMI56_000400-T1",0,2,26,16,11,11,166,56,139,10,156,136,166,222
"HMI56_000401-T1",13,40,80,69,50,41,269,135,580,85,773,615,689,1059
"HMI56_000402-T1",86,179,315,607,253,150,11,5,16,4,14,16,14,9
"HMI56_000403-T1",51,62,87,132,130.199525499082,107,1381.91966750883,901.339114401488,190,82,479.184850639768,362.762410553785,395.194420171103,465
"HMI56_000404-T1",38,106,112,117,136,141,537,215,527,77,514,389,375,344
"HMI56_000405-T1",1,3,32,8,19,5,49,23,8,7,66,56,163,99
"HMI56_000406-T1",49,100,91,86,137,124,672,356,351,69,398,281,343,330
"HMI56_000407-T1",30,196,200,202,207,227,725,350,778,110,975,699,813,1038
"HMI56_000408-T1",37,97,75,84,125,117,293,131,208,26,246,165,181,257
"HMI56_000409-T1",283,769,729,706,1127,1128,903,426,2880,323,3406,2688,2737,2437
"HMI56_000410-T1",386,826.359881529245,565,691,1298,1201,971,541,212,50,391,300,346,354
"HMI56_000411-T1",9,29,29,49,26,43,194,108,28,22,126,60,93,126
"HMI56_000412-T1",0,0,1,0,0,0,18,2,1,0,1,2,3,1
"HMI56_000413-T1",37,127,191,189,178,144,289,163,868,182,1253,771,910,977
"HMI56_000414-T1",175,471,593,561,664,577,1476,723,1432,257,2425,1691,1950,3439
"HMI56_000415-T1",2,0,19,10,6,7,119,49,690,130,918,704,759,1062
"HMI56_000416-T1",0,0,1,15,0,0,108,37,27,6,10,2,15,12
"HMI56_000417-T1",47,143,93,146,196,160,216,93,225,30,283,214,220,273
"HMI56_000418-T1",31,59,29,50,97,66,1,0,0,0,0,0,2,2
"HMI56_000419-T1",186,339,254,268,500,444,3,3,5,0,4,5,10,7
"HMI56_000420-T1",810,1949,1816,1788,3075,2271,1632,797,3311,533,3891,2639,3102,3343
"HMI56_000421-T1",2,0,0,0,2,3,3,0,2,0,7,8,12,6
"HMI56_000422-T1",0,0,4,0,1,2,5,3,20,0,34,33,31,29
"HMI56_000423-T1",85,195,202,177,346,288,2322,1171,373,71,597,443,488,742
"HMI56_000424-T1",50,100,116,135,168,120,667,374,408,50,489,355,366,372
"HMI56_000425-T1",11,28,17,27,36,25,43,20,125,22,132,69,121,163
"HMI56_000426-T1",24,86,77,95,125,98,1027,510,301,40,413,296,257,273
"HMI56_000427-T1",75,205,198,202,303,284,796,375,573,94,956,670,611,737
"HMI56_000428-T1",58,162,166,197,172,199,742,341,789,91,879,559,524,481
"HMI56_000429-T1",124,392,259,342,580,469,351,150,885,239,1244,950,1303,2395
"HMI56_000430-T1",35,87,97,116,140,119,309,156,471,59,375,218,281,253
"HMI56_000431-T1",65,156,168,162,252,227,567,284,611,88,531,365,324,424
"HMI56_000432-T1",45,175,90,119,145,166,109,60,313,73,419,245,334,320
"HMI56_000433-T1",462,1071,818,859,1594,1492,3184,1764,2218,404,3460,2445,2470,3401
"HMI56_000434-T1",72,218,94,158,202,188,130,73,366,84,428,329,401,406
"HMI56_000435-T1",4,0,5,2,1,0,21,4,159,25,521,374,341,315
"HMI56_000436-T1",20,35,36,21,58,27,193,113,143,15,151,96,136,182
"HMI56_000437-T1",11,23,23,20,54,30,118,54,138,17,137,96,135,176
"HMI56_000438-T1",69,175,126,152,259,271,643,335,473,103,834,583,695,933
"HMI56_000439-T1",58,100,71,77,132,93,298,137,234,41,309,222,191,242
"HMI56_000440-T1",43,99,115,127,122,141,368,166,286,67,485,345,343,402
"HMI56_000441-T1",99,230,237,231,376,344,451,232,798,107,1013,748,773,1452
"HMI56_000442-T1",35,118,93,109,131,136,415,192,246,38,435,291,242,365
"HMI56_000443-T1",62,206,182,159,259,210,628,310,405,68,794,560,585,769
"HMI56_000444-T1",57,232,244,245,255,299,496,238,878,136,1177,735,730,825
"HMI56_000445-T1",0,1.5,1,0.5,0,1,13.5,4.5,6,0.5,3.5,3,2.5,4.5
"HMI56_000446-T1",7,20,21,17,22,32,34,17,88,14,103,65,94,125
"HMI56_000447-T1",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"HMI56_000448-T1",14,25,26,31,23,19,98,50,290,59,325,219,220,381
"HMI56_000449-T1",50,141,141,103,214,173,222,113,432,68,488,363,379,569
"HMI56_000450-T1",3,7,12,9,12,9,44,23,178,15,154,93,129,151
"HMI56_000451-T1",0,1,2,0,0,1,4,8,24,3,29,16,23,39
"HMI56_000452-T1",87,232,185,173,374,336,1226,527,294,52,577,415,443,575
"HMI56_000453-T1",2,0,8,0,4,0,5,2,48,8,132,92,108,130
"HMI56_000454-T1",3,10,29,13,12,14,79,37,750,94,739,514,708,1153
"HMI56_000455-T1",33,68,79,78,117,106,546,292,133,39,224,186,194,293
"HMI56_000456-T1",30,103,101,94,121,139,681,447,254,46,312,254,248,331
"HMI56_000457-T1",11,48,32.0986325391348,51.3091839530576,49.2996894824734,58.1524927636685,329.400539290315,163.096012146848,133.764232746205,22.1110344632072,124.476664233152,93.0927121545381,113.407601336955,127.430113187027
"HMI56_000458-T1",61,138,157,151,227,207,1214,746,560,85,756,539,506,484
"HMI56_000459-T1",59,172,174,168,196,197,639,344,539,92,724,449,563,505
"HMI56_000460-T1",84,239,320,363,300,280,1336,633,930,189,1372,912,1186,1150
"HMI56_000461-T1",5,57,61,64,74,71,187,91,519,71,559,436,406,552
"HMI56_000462-T1",52,139,173,192,223,252,410,229,584,87,679,515,535,686
"HMI56_000463-T1",2,9,8,8,7,6,46,18,173,31,486,226,260,299
"HMI56_000464-T1",18,50,98,70,103,95,273,112,461,66,551,395,387,429
"HMI56_000465-T1",0,2,0,1,1,1,5,6,10,3,15,6,9,14
"HMI56_000466-T1",0,0,0,0,1,0,1,2,2,0,1,3,2,2
"HMI56_000467-T1",23,47,96,94,78,74,376,166,370,58,410,239,334,291
"HMI56_000468-T1",52,131,165,174,191,148,530,264,468,80,776,625,628,984
"HMI56_000469-T1",139,336,359,384,472,472,481,224,1328,191,1692,1262,1332,1594
"HMI56_000470-T1",0,0,0,0,0,0,12,7,9,0,5,2,5,3
"HMI56_000471-T1",666,1662,1379,1581,2368.88298504781,2131,8926.4714335228,5186,2527.98236296241,613,6444.92493677911,4302.84464512624,4119,4777
"HMI56_000472-T1",140,474,765,1287,628,527,106,39,47,6,18,18,38,23
"HMI56_000473-T1",358,1089,1491,2618,1325,1126,284,144,219,35,182,131,165,150
"HMI56_000474-T1",129.290959871591,293.33122752299,237,194.022093531836,440,345,1838.07595915728,971,665.030011798186,129,1059.0337400693,727,734.027978036824,829.313663072408
"HMI56_000475-T1",10,13,150,34,7,5,467,290,10103,2197,17322,11502,12782,19147
"HMI56_000476-T1",6,20,16,24,40,18,73,28,69,12,93,63,52,116
"HMI56_000477-T1",0,0,1,1,0,0,7,3,155,18,443,294,243,260
"HMI56_000478-T1",6,8,22,22,22,16,56,42,106,8,90,85,84,123
"HMI56_000479-T1",6,22,30,49,50,50,146,72,237,17,225,191,154,202
"HMI56_000480-T1",288,756,655,677,1000,925,5347,2571,1477,282,2683,1876,1806,1937
"HMI56_000481-T1",1,0,2,1,2,4,9,2,3,0,4,5,1,1
"HMI56_000482-T1",55,169,188,212,217,225,729,432,699,118,821,589,617,734
"HMI56_000483-T1",28,53,105,113,102,91,162,78,275,25,268,216,211,250
"HMI56_000484-T1",30,64,83,89,77,82,391,186.369589122257,195.659938523812,47,325.370925649712,209,206.588916525843,254.775123498339
"HMI56_000485-T1",21,58,40,49,39,53,245,89,215,26,302,244,241,376
"HMI56_000486-T1",120,295,219,227,440,461,482,213,606,93,890,624,523,639
"HMI56_000487-T1",16,26,28,63,59,53,149,88,209,28,233,158,147,204
"HMI56_000488-T1",634,1738,952,985,2240,2387,1216,620,1423,239,2275,1686,1682,2838
"HMI56_000489-T1",0,4,10,6,8,18,121,51,117,33,214,132,146,211
"HMI56_000490-T1",17.0353339239383,49.2582814884952,65.5434579444815,76.3578633587644,79.7862775303541,59.2456327226397,408.49174825169,238.341907709647,275.083021071309,61.9097578744011,493.326898435498,336.834426510736,357.235524882735,417.211019342101
"HMI56_000491-T1",0,0,0,1,0,1,9,4,10,3,15,18,15,18
"HMI56_000492-T1",7,14,51,38,20,28,126,50,328,71,627,442,430,696
"HMI56_000493-T1",20,53,66,103,93,78,321,172,280,67,651,512,568,986.78747308671
"HMI56_000494-T1",35,89,95,79,110,94,784,460,490,65,523,384,431,432
"HMI56_000495-T1",160,418,439,508,522,516,1411,687,1215,198,1843,1324,931,1158
"HMI56_000496-T1",24,87,142,131,105,127,577,304,329,68,488,363,391,369
"HMI56_000497-T1",20,47,53,71,48,37,148,67,240,40,273,150,191,160
"HMI56_000498-T1",68,149,145,145,183,182,184,98,309,52,511,384,356,508
"HMI56_000499-T1",18,36,39,26,41,36,77,25,104,15,121,86,118,96
"HMI56_000500-T1",7,15,15,28,26,25,55,19,73,11,81,45,86,77
"HMI56_000501-T1",2,1.01322532825015,3.07111255385663,3.03178683199951,0,0,11.0759997497879,9.05382635564272,21.186275842754,1,49.1494895374237,49.4082042570101,34.2087740070588,30
"HMI56_000502-T1",45.0804771800787,106,145,107.882561685812,157.120409436661,150.237196261723,471.862015901006,240.130385200511,283,34,413.52170600008,314.354867853151,346.780892749858,378.266880824874
"HMI56_000503-T1",3,6,4,11,6,6,17,14,24,7,46,40,30,62
"HMI56_000504-T1",2,5,19,14,18,8,319,185,125,34,285,247,228,533
"HMI56_000505-T1",858,1918,1735,1724,2685,2570,2099,1087,4625,671,6411,4425,5140,5143
"HMI56_000506-T1",1,2,9,6,10,9,33,7,38,11,28,28,33,23
"HMI56_000507-T1",18,62,92,111,82,91,499,215,383,61,388,308,305,269
"HMI56_000508-T1",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"HMI56_000509-T1",20,53,61,53,65,58,173,65,114,13,180,122,78,112
"HMI56_000510-T1",53,153,224,285,216,218,1538,809,958,196,1472,887,1170,1049
"HMI56_000511-T1",110,287,282,243,364,402,804,366,580,74,1044,725,545,941
"HMI56_000512-T1",0,1,0,0,2,0,1,1,0,1,1,2,3,3
"HMI56_000513-T1",3,9,17,9,6,14,52,17,59,16,96,70,73,53
"HMI56_000514-T1",3,2,3,6,10,6,1,1,0,0,0,0,0,1
"HMI56_000515-T1",21,46,35,30,60,39,31,24,28,1,164,106,376,257
"HMI56_000516-T1",75,210,245,251,264,300,1726,760,639,95,970,642,694,654
"HMI56_000517-T1",19,75,75,87,107,93,648,285,217,23,398,303,239,339
"HMI56_000518-T1",16,41,51,41,75,41,200,85,147,21,213,178,155,200
"HMI56_000519-T1",53,148,155,125,175,183,947,410,939,121,1082,776,937,833
"HMI56_000520-T1",0,0,0,1,1,0,24,9,16,5,10,24,11,20
"HMI56_000521-T1",3,5,7,11,7,9,74,31,69,6,52,70,56,67
"HMI56_000522-T1",231,614,274,255,834,732,420,191,1537,251,2431,1789,1841,2755
"HMI56_000523-T1",0,0,0.5,0.5,0,1,4,0.5,1,0,0.5,0.5,0.5,0
"HMI56_000524-T1",9,9,31,32,16,27,187,77,475,64,461,299,384,394
"HMI56_000525-T1",140,358,280,283,492,471,1669,942,514,115,1061,792,753,1318
"HMI56_000526-T1",71,210,117,143,304,252,1745,924,328,73,634,447,386,545
"HMI56_000527-T1",12,50,28,48,93,50,79,47,23,6,56,60,59,74
"HMI56_000528-T1",41,90,122,99,118,101,334,221,97,40,240,174,213,235
"HMI56_000529-T1",147,550,405,435,571,624,2475,1368,797,137,1199,840,990,1156
"HMI56_000530-T1",66,207,149,163,306,234,245,121,170,30,245,165,107,150
"HMI56_000531-T1",80,187,129,110,251,220,267,148,367,55,516,390,434,589
"HMI56_000532-T1",6,24,23,29,36,33,17,7,28,7,12,9,26,22
"HMI56_000533-T1",25,87,71,81,91,118,166,83,282,77,505,357,442,624
"HMI56_000534-T1",255,749,830,911,1048,880,5248,2768,2395,603,4876,3192,3420,3468
"HMI56_000535-T1",0,2,9,2,2,2,30,12,118,7,159,100,105,127
"HMI56_000536-T1",96,170,192,195,234,195,687,370,668,117,858,664,706,753
"HMI56_000537-T1",0,3,2,5,9,3,36,17,59.5475346583844,12,99,76,64,88
"HMI56_000538-T1",0,2,1,2,5,3,2,1,1,0,9,0,5,3
"HMI56_000539-T1",64,273,208,191,271,313,187,68,933,128,1233,894,1249,1352
"HMI56_000540-T1",8,24,40,56,25,23,85,33,267,61,495,367,406,583
"HMI56_000541-T1",124,340,325,420,404,420,4060,2485,769,193,926,593,847,917
"HMI56_000542-T1",70,179,160,193,283,256,1184,511,388,63,570,328,418,422
"HMI56_000543-T1",0,3,0,2,1,3,12,10,14,6,394,274,1190,749
"HMI56_000544-T1",0,0,0,0,1,3,0,0,0,0,0,0,0,0
"HMI56_000545-T1",4,2,0,6,2,2,0,1,0,0,0,0,0,0
"HMI56_000546-T1",0,1,2,2,4,2,0,1,0,0,0,2,0,0
"HMI56_000547-T1",82,310,284,284,384,356,761,392,555,115,1153,778,849,1211
"HMI56_000548-T1",88,137,157,210,221,236,570,354,437,85,468,322,393,469
"HMI56_000549-T1",2.04644275129049,1.02210450857675,1.02345688897669,3.06641359102704,2.01015889683224,0,34.065642127987,11.0663913239857,7.02601418572572,0,5.03452204967871,6.04351473990987,12.0833518257504,11.0798554109811
"HMI56_000550-T1",132,258,237,267,342,325,570,361,687,150,816,630,641,648
"HMI56_000551-T1",26,70,57,76,85,80,619,348,203,36,247,196,224,244
"HMI56_000552-T1",18,54,65,70,94,86,313,175,295,50,378,239,252,313
"HMI56_000553-T1",54,167,107,100,178,213,956,469,308,58,490,380,407,714
"HMI56_000554-T1",1,12,21,23,21,20,208,102,211,35,692,487,485,541
"HMI56_000555-T1",6,19,13,6,10,3,335,187,56,3,105,65,62,100
"HMI56_000556-T1",101,237,262,306,330,299,3139,1638,856,211,1158,851,1022,1078
"HMI56_000557-T1",53,214,255,284,276,246,2762,1278,840,124,616,475,642,634
"HMI56_000558-T1",38,128,148,146,146,127,522,223,442,63,532,401,522,469
"HMI56_000559-T1",51,123,153,203,191,150,183,103,629,108,737,526,638,881
"HMI56_000560-T1",0,0,0,1,0,0,1,0,0,0,1,3,1,6
"HMI56_000561-T1",0,0,0,1,0,1,15,9,7,3,12,4,17,19
"HMI56_000562-T1",0,10,8,6,2,4,70,44,126,13,229,154,147,334
"HMI56_000563-T1",41,147,206,203,197,154,564,269,986,134,1374,1070,1172,1193
"HMI56_000564-T1",12,51,72,74,84,72,175,81,256,37,283,207,279,223
"HMI56_000565-T1",10,67,93,86,88,89,484,151,344,84,465,309,422,363
"HMI56_000566-T1",9,28,27,33,25,24,65,39,98,15,110,85,93,108
"HMI56_000567-T1",3,4,27,16,15,10,85,42,266,42,502,320,343,459
"HMI56_000568-T1",54,99,116,113,185,152,294,147,526,50,716,505,531,831
"HMI56_000569-T1",123,290,319,340,419,385,1120,561,1006,150,1732,1099,1093,1499
"HMI56_000570-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI56_000571-T1",6,15,16,6,14,16,12,7,20,6,130,102,465,221
"HMI56_000572-T1",130,342,188,283,452,391,420,251,292,62,385,268,326,287
"HMI56_000573-T1",58,122,156,166,171,138,2017,1171,595,97,589,476,446,496
"HMI56_000574-T1",505,1502,1339,1403,2024,1833,1834,730,2781,321,3544,2498,2366,2312
"HMI56_000575-T1",12,38,41,36,40,38,91,36,185,29,180,127,142,135
"HMI56_000576-T1",0,0,2,0,0,0,9,4,1,0,5,1,0,0
"HMI56_000577-T1",142,393,391,401,557,492,960,491,592,147,978,649,768,822
"HMI56_000578-T1",79.5502523572033,221.561535274122,165,179.895193917652,226.417105382527,199.794636460885,2705.19942733737,1461.56626138326,355.25744318269,95,716.280560817243,508.553662583725,578.950744596543,877.304403178775
"HMI56_000579-T1",0,0,0,0,0,0,3,0,0,0,0,5,0,0
"HMI56_000580-T1",28,98,145,127,119,110,1087,470,409,61,536,393,437,461
"HMI56_000581-T1",38.3299113429912,118,118.370171698392,122,144,136,472.431165421768,190.316633330083,238.178565152149,27,427.722484040822,273,419,426.543729475087
"HMI56_000582-T1",6,45,30,40,33,47,231,134,93,7,120,79,86,79
"HMI56_000583-T1",17,42,30,56,59,68,190,99,154,23,215,119,197,213
"HMI56_000584-T1",44,130,128,82,187,182,545,320,310,34,374,258,235,249
"HMI56_000585-T1",42,194,96,110,243,170,413,241,311,40,522,390,343,492
"HMI56_000586-T1",3,11,21,14,25,16,109,42,215,38,239,197,241,403
"HMI56_000587-T1",63,200,176,193,259,231,1350,771,697,189,1015,688,815,1005
"HMI56_000588-T1",19,44,79,73,81,54,807,436,235,48,402,269,272,288
"HMI56_000589-T1",67,164,258,229,235,199,1284,584,661,142,992,660,729,480
"HMI56_000590-T1",66.1408832770675,188.441242578439,173.562654906933,179.68396251561,196.916118221595,160.753736026735,3131.48389551761,1710.36600949227,732.833403418871,128.27349627384,1054.34005014592,648.171767289634,892.263043543044,908.285753253772
"HMI56_000591-T1",1,20,34,38,30,36,210,94,148,18,206,136,149,153
"HMI56_000592-T1",0,2,4,1,2,0,20,6,93,16,147,98,79,125
"HMI56_000593-T1",15,43,65,86,67,61,240,129,351,42,501,402,313,590
"HMI56_000594-T1",24,139,168,198,165,131,885,416,595,138,776,536,673,578
"HMI56_000595-T1",589,1332,1298,1252,1819,1783,1829,873,4039,580,4998,3360,4239,3921
"HMI56_000596-T1",58,177,190,210,252,251,437,225,694,108,963,678,709,692
"HMI56_000597-T1",31,99,96,85,167,129,397,173,166,48,284,204,201,263
"HMI56_000598-T1",20,43,49,55,74,53,59,36,264,27,350,254,306,404
"HMI56_000599-T1",96,200,194,247,327,280,3102.7597671042,1826,529,125,808,652,749,1038
"HMI56_000600-T1",31,83.6279465786844,74.9615938573079,100.736338621145,141.3675395476,100.452970143298,399.4988526468,199.326511798042,150.891561782079,37.7227964845768,317.641307969931,187.347109710947,282.654878446067,265.628931904261
